,0,1,2,3,4,5,6,7,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,102489.75,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,2499.75,-99990.0,0.0,0.0
4,0.0,0.0,0.0,0.0,22497.75,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,2499.75,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,2499.75,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,2499.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2499.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
